id,title,description,availability,condition,price,link,image_link,brand,google_product_category,fb_product_category,quantity_to_sell_on_facebook,sale_price,sale_price_effective_date,item_group_id,gender,color,size,age_group,material,pattern,shipping,shipping_weight,offer_disclaimer,offer_disclaimer_url,video[0].url,video[0].tag[0],gtin,product_tags[0],product_tags[1],style[0]
71-5,Mini Hearts - Sage Green,"The Mini Hearts - Linen Edition was inspired by the trend for minimalism and high quality embroidered modest wear. Manufactured in Noor Linen, the perfect fabric for abayas, high breathability, perfect for all day wear, and has a slit upto the knee for ease of mobility. This collection offers minimalism and fashion in one package. Available in 3 different colours - Pearl Grey, Sage Green and Beige. The Mini Hearts - Linen Edition is the perfect addition to your everyday wardrobe.",in stock,new,5250.00 LKR,https://nooramodesty.com/product/aby-emb-slv-lin-sagegreen-minihearts,https://cdn.sanity.io/images/1uqris3e/production/bf1a8dfe855573550ec5fb4fa4a7d0d1b58dda78-5464x6830.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,ed19624c-6d06-4376-b917-2f62c00a7c3b,female,Sage Green,XL,adult,,,,,,,,,,classic-abayas,Dainty Embroidery Collection,
71-6,Mini Hearts - Sage Green,"The Mini Hearts - Linen Edition was inspired by the trend for minimalism and high quality embroidered modest wear. Manufactured in Noor Linen, the perfect fabric for abayas, high breathability, perfect for all day wear, and has a slit upto the knee for ease of mobility. This collection offers minimalism and fashion in one package. Available in 3 different colours - Pearl Grey, Sage Green and Beige. The Mini Hearts - Linen Edition is the perfect addition to your everyday wardrobe.",in stock,new,5250.00 LKR,https://nooramodesty.com/product/aby-emb-slv-lin-sagegreen-minihearts,https://cdn.sanity.io/images/1uqris3e/production/bf1a8dfe855573550ec5fb4fa4a7d0d1b58dda78-5464x6830.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,ed19624c-6d06-4376-b917-2f62c00a7c3b,female,Sage Green,XXL,adult,,,,,,,,,,classic-abayas,Dainty Embroidery Collection,
87-1,Muna,"Effortless structure meets timeless modesty. Meet the Muna Abaya—a sophisticated take on modern modest wear. Designed with a sharp, coat-style silhouette, it brings a structured, tailored elegance to your everyday wardrobe without compromising on comfort. Crafted from premium, ultra-smooth Nida fabric, it offers a luxurious, silk-like drape that resists creasing and moves beautifully with every step. Whether worn open for a fluid, contemporary look or cinched with the included matching belt for a defined silhouette, the Muna Abaya is the ultimate layering masterpiece.",in stock,new,7450.00 LKR,https://nooramodesty.com/product/aby-emb-slv-nd-bl-muna,https://cdn.sanity.io/images/1uqris3e/production/99e63d5ac4c262e4939d4abfdfea87f03cfde639-5463x8191.webp,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,8a2ee123-0d45-4e36-b78f-04195156852c,female,Black,XS,adult,Nida,,,,,,,,,coat-abayas,,
87-2,Muna,"Effortless structure meets timeless modesty. Meet the Muna Abaya—a sophisticated take on modern modest wear. Designed with a sharp, coat-style silhouette, it brings a structured, tailored elegance to your everyday wardrobe without compromising on comfort. Crafted from premium, ultra-smooth Nida fabric, it offers a luxurious, silk-like drape that resists creasing and moves beautifully with every step. Whether worn open for a fluid, contemporary look or cinched with the included matching belt for a defined silhouette, the Muna Abaya is the ultimate layering masterpiece.",in stock,new,7450.00 LKR,https://nooramodesty.com/product/aby-emb-slv-nd-bl-muna,https://cdn.sanity.io/images/1uqris3e/production/99e63d5ac4c262e4939d4abfdfea87f03cfde639-5463x8191.webp,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,8a2ee123-0d45-4e36-b78f-04195156852c,female,Black,S,adult,Nida,,,,,,,,,coat-abayas,,
87-3,Muna,"Effortless structure meets timeless modesty. Meet the Muna Abaya—a sophisticated take on modern modest wear. Designed with a sharp, coat-style silhouette, it brings a structured, tailored elegance to your everyday wardrobe without compromising on comfort. Crafted from premium, ultra-smooth Nida fabric, it offers a luxurious, silk-like drape that resists creasing and moves beautifully with every step. Whether worn open for a fluid, contemporary look or cinched with the included matching belt for a defined silhouette, the Muna Abaya is the ultimate layering masterpiece.",in stock,new,7450.00 LKR,https://nooramodesty.com/product/aby-emb-slv-nd-bl-muna,https://cdn.sanity.io/images/1uqris3e/production/99e63d5ac4c262e4939d4abfdfea87f03cfde639-5463x8191.webp,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,8a2ee123-0d45-4e36-b78f-04195156852c,female,Black,M,adult,Nida,,,,,,,,,coat-abayas,,
87-4,Muna,"Effortless structure meets timeless modesty. Meet the Muna Abaya—a sophisticated take on modern modest wear. Designed with a sharp, coat-style silhouette, it brings a structured, tailored elegance to your everyday wardrobe without compromising on comfort. Crafted from premium, ultra-smooth Nida fabric, it offers a luxurious, silk-like drape that resists creasing and moves beautifully with every step. Whether worn open for a fluid, contemporary look or cinched with the included matching belt for a defined silhouette, the Muna Abaya is the ultimate layering masterpiece.",in stock,new,7450.00 LKR,https://nooramodesty.com/product/aby-emb-slv-nd-bl-muna,https://cdn.sanity.io/images/1uqris3e/production/99e63d5ac4c262e4939d4abfdfea87f03cfde639-5463x8191.webp,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,8a2ee123-0d45-4e36-b78f-04195156852c,female,Black,L,adult,Nida,,,,,,,,,coat-abayas,,
87-5,Muna,"Effortless structure meets timeless modesty. Meet the Muna Abaya—a sophisticated take on modern modest wear. Designed with a sharp, coat-style silhouette, it brings a structured, tailored elegance to your everyday wardrobe without compromising on comfort. Crafted from premium, ultra-smooth Nida fabric, it offers a luxurious, silk-like drape that resists creasing and moves beautifully with every step. Whether worn open for a fluid, contemporary look or cinched with the included matching belt for a defined silhouette, the Muna Abaya is the ultimate layering masterpiece.",in stock,new,7450.00 LKR,https://nooramodesty.com/product/aby-emb-slv-nd-bl-muna,https://cdn.sanity.io/images/1uqris3e/production/99e63d5ac4c262e4939d4abfdfea87f03cfde639-5463x8191.webp,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,8a2ee123-0d45-4e36-b78f-04195156852c,female,Black,XL,adult,Nida,,,,,,,,,coat-abayas,,
87-6,Muna,"Effortless structure meets timeless modesty. Meet the Muna Abaya—a sophisticated take on modern modest wear. Designed with a sharp, coat-style silhouette, it brings a structured, tailored elegance to your everyday wardrobe without compromising on comfort. Crafted from premium, ultra-smooth Nida fabric, it offers a luxurious, silk-like drape that resists creasing and moves beautifully with every step. Whether worn open for a fluid, contemporary look or cinched with the included matching belt for a defined silhouette, the Muna Abaya is the ultimate layering masterpiece.",in stock,new,7450.00 LKR,https://nooramodesty.com/product/aby-emb-slv-nd-bl-muna,https://cdn.sanity.io/images/1uqris3e/production/99e63d5ac4c262e4939d4abfdfea87f03cfde639-5463x8191.webp,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,8a2ee123-0d45-4e36-b78f-04195156852c,female,Black,XXL,adult,Nida,,,,,,,,,coat-abayas,,
88-1,Reem,"Command a presence of sharp, modern elegance with the Reem Abaya. Blending contemporary tailored sophistication with timeless modesty, this piece features a structure-inspired coat silhouette. The clean lines, crisp fold-over lapels, and sophisticated collar bring a high-fashion, outerwear feel to your everyday modest wardrobe. Crafted with Nida fabric, the Reem Abaya features gorgeous tonal embroidery along the cuffs and panels, adding a subtle touch of luxury to a minimalist design. Its versatile open-front style offers a commanding, fluid aesthetic when left unbuttoned, or a beautifully structured look when tied at the waist. Perfect for corporate wear, formal events, or an elevated weekend ensemble.",in stock,new,6950.00 LKR,https://nooramodesty.com/product/aby-emb-slv-nd-bl-reem,https://cdn.sanity.io/images/1uqris3e/production/b767bd2d4e433644a38b0abf790fd73d7c16a58e-5463x8191.webp,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,7291061f-9fce-4344-a550-8b28a2e36271,female,Black,XS,adult,Nida,,,,,,,,,coat-abayas,,
88-2,Reem,"Command a presence of sharp, modern elegance with the Reem Abaya. Blending contemporary tailored sophistication with timeless modesty, this piece features a structure-inspired coat silhouette. The clean lines, crisp fold-over lapels, and sophisticated collar bring a high-fashion, outerwear feel to your everyday modest wardrobe. Crafted with Nida fabric, the Reem Abaya features gorgeous tonal embroidery along the cuffs and panels, adding a subtle touch of luxury to a minimalist design. Its versatile open-front style offers a commanding, fluid aesthetic when left unbuttoned, or a beautifully structured look when tied at the waist. Perfect for corporate wear, formal events, or an elevated weekend ensemble.",in stock,new,6950.00 LKR,https://nooramodesty.com/product/aby-emb-slv-nd-bl-reem,https://cdn.sanity.io/images/1uqris3e/production/b767bd2d4e433644a38b0abf790fd73d7c16a58e-5463x8191.webp,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,7291061f-9fce-4344-a550-8b28a2e36271,female,Black,S,adult,Nida,,,,,,,,,coat-abayas,,
88-3,Reem,"Command a presence of sharp, modern elegance with the Reem Abaya. Blending contemporary tailored sophistication with timeless modesty, this piece features a structure-inspired coat silhouette. The clean lines, crisp fold-over lapels, and sophisticated collar bring a high-fashion, outerwear feel to your everyday modest wardrobe. Crafted with Nida fabric, the Reem Abaya features gorgeous tonal embroidery along the cuffs and panels, adding a subtle touch of luxury to a minimalist design. Its versatile open-front style offers a commanding, fluid aesthetic when left unbuttoned, or a beautifully structured look when tied at the waist. Perfect for corporate wear, formal events, or an elevated weekend ensemble.",in stock,new,6950.00 LKR,https://nooramodesty.com/product/aby-emb-slv-nd-bl-reem,https://cdn.sanity.io/images/1uqris3e/production/b767bd2d4e433644a38b0abf790fd73d7c16a58e-5463x8191.webp,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,7291061f-9fce-4344-a550-8b28a2e36271,female,Black,M,adult,Nida,,,,,,,,,coat-abayas,,
88-4,Reem,"Command a presence of sharp, modern elegance with the Reem Abaya. Blending contemporary tailored sophistication with timeless modesty, this piece features a structure-inspired coat silhouette. The clean lines, crisp fold-over lapels, and sophisticated collar bring a high-fashion, outerwear feel to your everyday modest wardrobe. Crafted with Nida fabric, the Reem Abaya features gorgeous tonal embroidery along the cuffs and panels, adding a subtle touch of luxury to a minimalist design. Its versatile open-front style offers a commanding, fluid aesthetic when left unbuttoned, or a beautifully structured look when tied at the waist. Perfect for corporate wear, formal events, or an elevated weekend ensemble.",in stock,new,6950.00 LKR,https://nooramodesty.com/product/aby-emb-slv-nd-bl-reem,https://cdn.sanity.io/images/1uqris3e/production/b767bd2d4e433644a38b0abf790fd73d7c16a58e-5463x8191.webp,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,7291061f-9fce-4344-a550-8b28a2e36271,female,Black,L,adult,Nida,,,,,,,,,coat-abayas,,
88-5,Reem,"Command a presence of sharp, modern elegance with the Reem Abaya. Blending contemporary tailored sophistication with timeless modesty, this piece features a structure-inspired coat silhouette. The clean lines, crisp fold-over lapels, and sophisticated collar bring a high-fashion, outerwear feel to your everyday modest wardrobe. Crafted with Nida fabric, the Reem Abaya features gorgeous tonal embroidery along the cuffs and panels, adding a subtle touch of luxury to a minimalist design. Its versatile open-front style offers a commanding, fluid aesthetic when left unbuttoned, or a beautifully structured look when tied at the waist. Perfect for corporate wear, formal events, or an elevated weekend ensemble.",in stock,new,6950.00 LKR,https://nooramodesty.com/product/aby-emb-slv-nd-bl-reem,https://cdn.sanity.io/images/1uqris3e/production/b767bd2d4e433644a38b0abf790fd73d7c16a58e-5463x8191.webp,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,7291061f-9fce-4344-a550-8b28a2e36271,female,Black,XL,adult,Nida,,,,,,,,,coat-abayas,,
88-6,Reem,"Command a presence of sharp, modern elegance with the Reem Abaya. Blending contemporary tailored sophistication with timeless modesty, this piece features a structure-inspired coat silhouette. The clean lines, crisp fold-over lapels, and sophisticated collar bring a high-fashion, outerwear feel to your everyday modest wardrobe. Crafted with Nida fabric, the Reem Abaya features gorgeous tonal embroidery along the cuffs and panels, adding a subtle touch of luxury to a minimalist design. Its versatile open-front style offers a commanding, fluid aesthetic when left unbuttoned, or a beautifully structured look when tied at the waist. Perfect for corporate wear, formal events, or an elevated weekend ensemble.",in stock,new,6950.00 LKR,https://nooramodesty.com/product/aby-emb-slv-nd-bl-reem,https://cdn.sanity.io/images/1uqris3e/production/b767bd2d4e433644a38b0abf790fd73d7c16a58e-5463x8191.webp,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,7291061f-9fce-4344-a550-8b28a2e36271,female,Black,XXL,adult,Nida,,,,,,,,,coat-abayas,,
81-1,Senel,"Inspired by Traditional Arabian Architecture, part of the Peninsula Collection; Senel consists of geometric patterns in three different colours, that captures the essence of traditional Arabian Architecture and the modern outlook on Fashion. Senel bridges the gap between the worlds of Architecture and Fashion. The Abaya comes with a matching embroidered shawl to complete your look.",in stock,new,8450.00 LKR,https://nooramodesty.com/product/aby-emb-slv-nd-bl-senel,https://cdn.sanity.io/images/1uqris3e/production/fbe9b3df9000f500ff0fff4b30790dec866a350e-5063x6955.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,0fbe9886-d9aa-4b63-a184-935948084169,female,Black,XS,adult,,,,,,,,,,classic-abayas,Peninsula Collection,
81-2,Senel,"Inspired by Traditional Arabian Architecture, part of the Peninsula Collection; Senel consists of geometric patterns in three different colours, that captures the essence of traditional Arabian Architecture and the modern outlook on Fashion. Senel bridges the gap between the worlds of Architecture and Fashion. The Abaya comes with a matching embroidered shawl to complete your look.",in stock,new,8450.00 LKR,https://nooramodesty.com/product/aby-emb-slv-nd-bl-senel,https://cdn.sanity.io/images/1uqris3e/production/fbe9b3df9000f500ff0fff4b30790dec866a350e-5063x6955.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,0fbe9886-d9aa-4b63-a184-935948084169,female,Black,S,adult,,,,,,,,,,classic-abayas,Peninsula Collection,
81-3,Senel,"Inspired by Traditional Arabian Architecture, part of the Peninsula Collection; Senel consists of geometric patterns in three different colours, that captures the essence of traditional Arabian Architecture and the modern outlook on Fashion. Senel bridges the gap between the worlds of Architecture and Fashion. The Abaya comes with a matching embroidered shawl to complete your look.",in stock,new,8450.00 LKR,https://nooramodesty.com/product/aby-emb-slv-nd-bl-senel,https://cdn.sanity.io/images/1uqris3e/production/fbe9b3df9000f500ff0fff4b30790dec866a350e-5063x6955.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,0fbe9886-d9aa-4b63-a184-935948084169,female,Black,M,adult,,,,,,,,,,classic-abayas,Peninsula Collection,
81-4,Senel,"Inspired by Traditional Arabian Architecture, part of the Peninsula Collection; Senel consists of geometric patterns in three different colours, that captures the essence of traditional Arabian Architecture and the modern outlook on Fashion. Senel bridges the gap between the worlds of Architecture and Fashion. The Abaya comes with a matching embroidered shawl to complete your look.",in stock,new,8450.00 LKR,https://nooramodesty.com/product/aby-emb-slv-nd-bl-senel,https://cdn.sanity.io/images/1uqris3e/production/fbe9b3df9000f500ff0fff4b30790dec866a350e-5063x6955.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,0fbe9886-d9aa-4b63-a184-935948084169,female,Black,L,adult,,,,,,,,,,classic-abayas,Peninsula Collection,
81-5,Senel,"Inspired by Traditional Arabian Architecture, part of the Peninsula Collection; Senel consists of geometric patterns in three different colours, that captures the essence of traditional Arabian Architecture and the modern outlook on Fashion. Senel bridges the gap between the worlds of Architecture and Fashion. The Abaya comes with a matching embroidered shawl to complete your look.",in stock,new,8450.00 LKR,https://nooramodesty.com/product/aby-emb-slv-nd-bl-senel,https://cdn.sanity.io/images/1uqris3e/production/fbe9b3df9000f500ff0fff4b30790dec866a350e-5063x6955.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,0fbe9886-d9aa-4b63-a184-935948084169,female,Black,XL,adult,,,,,,,,,,classic-abayas,Peninsula Collection,
81-6,Senel,"Inspired by Traditional Arabian Architecture, part of the Peninsula Collection; Senel consists of geometric patterns in three different colours, that captures the essence of traditional Arabian Architecture and the modern outlook on Fashion. Senel bridges the gap between the worlds of Architecture and Fashion. The Abaya comes with a matching embroidered shawl to complete your look.",in stock,new,8450.00 LKR,https://nooramodesty.com/product/aby-emb-slv-nd-bl-senel,https://cdn.sanity.io/images/1uqris3e/production/fbe9b3df9000f500ff0fff4b30790dec866a350e-5063x6955.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,0fbe9886-d9aa-4b63-a184-935948084169,female,Black,XXL,adult,,,,,,,,,,classic-abayas,Peninsula Collection,
75-1,The Modest Drop - Black,"Pure comfort, uncompromised elegance. Designed for the modern woman who values both ease and sophistication, the Modest Drop Abaya is the ultimate definition of relaxed luxury. Featuring a stunning, fluid silhouette that flows effortlessly with every movement, this piece offers a generous, relaxed fit without ever feeling bulky. Crafted from an exceptionally breathable and lightweight fabric, it is the perfect choice for warm days, layering, or whenever you want to feel completely weightless while staying fully covered.",in stock,new,4250.00 LKR,https://nooramodesty.com/product/mw-textu-lng-ctn-bl-modestdrop,https://cdn.sanity.io/images/1uqris3e/production/473c0ee7f6d70043ef4d807ee5a22febb4ffd6ce-5464x8192.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,1,,,4bde75b3-1473-48c6-8514-6fb345d4aad1,female,Black,S,adult,Textured Cotton,,,,,,,,,tops,The Modest Drop,
75-2,The Modest Drop - Black,"Pure comfort, uncompromised elegance. Designed for the modern woman who values both ease and sophistication, the Modest Drop Abaya is the ultimate definition of relaxed luxury. Featuring a stunning, fluid silhouette that flows effortlessly with every movement, this piece offers a generous, relaxed fit without ever feeling bulky. Crafted from an exceptionally breathable and lightweight fabric, it is the perfect choice for warm days, layering, or whenever you want to feel completely weightless while staying fully covered.",in stock,new,4250.00 LKR,https://nooramodesty.com/product/mw-textu-lng-ctn-bl-modestdrop,https://cdn.sanity.io/images/1uqris3e/production/473c0ee7f6d70043ef4d807ee5a22febb4ffd6ce-5464x8192.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,7,,,4bde75b3-1473-48c6-8514-6fb345d4aad1,female,Black,M,adult,Textured Cotton,,,,,,,,,tops,The Modest Drop,
75-3,The Modest Drop - Black,"Pure comfort, uncompromised elegance. Designed for the modern woman who values both ease and sophistication, the Modest Drop Abaya is the ultimate definition of relaxed luxury. Featuring a stunning, fluid silhouette that flows effortlessly with every movement, this piece offers a generous, relaxed fit without ever feeling bulky. Crafted from an exceptionally breathable and lightweight fabric, it is the perfect choice for warm days, layering, or whenever you want to feel completely weightless while staying fully covered.",in stock,new,4250.00 LKR,https://nooramodesty.com/product/mw-textu-lng-ctn-bl-modestdrop,https://cdn.sanity.io/images/1uqris3e/production/473c0ee7f6d70043ef4d807ee5a22febb4ffd6ce-5464x8192.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,6,,,4bde75b3-1473-48c6-8514-6fb345d4aad1,female,Black,L,adult,Textured Cotton,,,,,,,,,tops,The Modest Drop,
75-4,The Modest Drop - Black,"Pure comfort, uncompromised elegance. Designed for the modern woman who values both ease and sophistication, the Modest Drop Abaya is the ultimate definition of relaxed luxury. Featuring a stunning, fluid silhouette that flows effortlessly with every movement, this piece offers a generous, relaxed fit without ever feeling bulky. Crafted from an exceptionally breathable and lightweight fabric, it is the perfect choice for warm days, layering, or whenever you want to feel completely weightless while staying fully covered.",in stock,new,4250.00 LKR,https://nooramodesty.com/product/mw-textu-lng-ctn-bl-modestdrop,https://cdn.sanity.io/images/1uqris3e/production/473c0ee7f6d70043ef4d807ee5a22febb4ffd6ce-5464x8192.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,3,,,4bde75b3-1473-48c6-8514-6fb345d4aad1,female,Black,XL,adult,Textured Cotton,,,,,,,,,tops,The Modest Drop,
74-1,The Modest Drop - Blue,"Pure comfort, uncompromised elegance. Designed for the modern woman who values both ease and sophistication, the Modest Drop Abaya is the ultimate definition of relaxed luxury. Featuring a stunning, fluid silhouette that flows effortlessly with every movement, this piece offers a generous, relaxed fit without ever feeling bulky. Crafted from an exceptionally breathable and lightweight fabric, it is the perfect choice for warm days, layering, or whenever you want to feel completely weightless while staying fully covered.",in stock,new,4250.00 LKR,https://nooramodesty.com/product/mw-textu-lng-ctn-blu-modestdrop,https://cdn.sanity.io/images/1uqris3e/production/034f62f9618912cf02db924adc1817f70ae0f69e-5464x8192.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,2,,,f8122e02-6e11-4d60-b148-6d1b9717ee65,female,Blue,S,adult,Textured Cotton,,,,,,,,,tops,The Modest Drop,
74-2,The Modest Drop - Blue,"Pure comfort, uncompromised elegance. Designed for the modern woman who values both ease and sophistication, the Modest Drop Abaya is the ultimate definition of relaxed luxury. Featuring a stunning, fluid silhouette that flows effortlessly with every movement, this piece offers a generous, relaxed fit without ever feeling bulky. Crafted from an exceptionally breathable and lightweight fabric, it is the perfect choice for warm days, layering, or whenever you want to feel completely weightless while staying fully covered.",in stock,new,4250.00 LKR,https://nooramodesty.com/product/mw-textu-lng-ctn-blu-modestdrop,https://cdn.sanity.io/images/1uqris3e/production/034f62f9618912cf02db924adc1817f70ae0f69e-5464x8192.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,7,,,f8122e02-6e11-4d60-b148-6d1b9717ee65,female,Blue,M,adult,Textured Cotton,,,,,,,,,tops,The Modest Drop,
74-3,The Modest Drop - Blue,"Pure comfort, uncompromised elegance. Designed for the modern woman who values both ease and sophistication, the Modest Drop Abaya is the ultimate definition of relaxed luxury. Featuring a stunning, fluid silhouette that flows effortlessly with every movement, this piece offers a generous, relaxed fit without ever feeling bulky. Crafted from an exceptionally breathable and lightweight fabric, it is the perfect choice for warm days, layering, or whenever you want to feel completely weightless while staying fully covered.",in stock,new,4250.00 LKR,https://nooramodesty.com/product/mw-textu-lng-ctn-blu-modestdrop,https://cdn.sanity.io/images/1uqris3e/production/034f62f9618912cf02db924adc1817f70ae0f69e-5464x8192.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,7,,,f8122e02-6e11-4d60-b148-6d1b9717ee65,female,Blue,L,adult,Textured Cotton,,,,,,,,,tops,The Modest Drop,
74-4,The Modest Drop - Blue,"Pure comfort, uncompromised elegance. Designed for the modern woman who values both ease and sophistication, the Modest Drop Abaya is the ultimate definition of relaxed luxury. Featuring a stunning, fluid silhouette that flows effortlessly with every movement, this piece offers a generous, relaxed fit without ever feeling bulky. Crafted from an exceptionally breathable and lightweight fabric, it is the perfect choice for warm days, layering, or whenever you want to feel completely weightless while staying fully covered.",out of stock,new,4250.00 LKR,https://nooramodesty.com/product/mw-textu-lng-ctn-blu-modestdrop,https://cdn.sanity.io/images/1uqris3e/production/034f62f9618912cf02db924adc1817f70ae0f69e-5464x8192.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,f8122e02-6e11-4d60-b148-6d1b9717ee65,female,Blue,XL,adult,Textured Cotton,,,,,,,,,tops,The Modest Drop,
77-1,The Modest Drop - Green,"Pure comfort, uncompromised elegance. Designed for the modern woman who values both ease and sophistication, the Modest Drop Abaya is the ultimate definition of relaxed luxury. Featuring a stunning, fluid silhouette that flows effortlessly with every movement, this piece offers a generous, relaxed fit without ever feeling bulky. Crafted from an exceptionally breathable and lightweight fabric, it is the perfect choice for warm days, layering, or whenever you want to feel completely weightless while staying fully covered.",in stock,new,4250.00 LKR,https://nooramodesty.com/product/mw-textu-lng-ctn-gr-modestdrop,https://cdn.sanity.io/images/1uqris3e/production/3e9ba47c8611b00786a415f8c21cf76094247327-5464x6830.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,3,,,5fb85216-d0d5-4239-a1b1-c3d1ae27e323,female,Green,S,adult,Textured Cotton,,,,,,,,,tops,The Modest Drop,
77-2,The Modest Drop - Green,"Pure comfort, uncompromised elegance. Designed for the modern woman who values both ease and sophistication, the Modest Drop Abaya is the ultimate definition of relaxed luxury. Featuring a stunning, fluid silhouette that flows effortlessly with every movement, this piece offers a generous, relaxed fit without ever feeling bulky. Crafted from an exceptionally breathable and lightweight fabric, it is the perfect choice for warm days, layering, or whenever you want to feel completely weightless while staying fully covered.",in stock,new,4250.00 LKR,https://nooramodesty.com/product/mw-textu-lng-ctn-gr-modestdrop,https://cdn.sanity.io/images/1uqris3e/production/3e9ba47c8611b00786a415f8c21cf76094247327-5464x6830.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,7,,,5fb85216-d0d5-4239-a1b1-c3d1ae27e323,female,Green,M,adult,Textured Cotton,,,,,,,,,tops,The Modest Drop,
77-3,The Modest Drop - Green,"Pure comfort, uncompromised elegance. Designed for the modern woman who values both ease and sophistication, the Modest Drop Abaya is the ultimate definition of relaxed luxury. Featuring a stunning, fluid silhouette that flows effortlessly with every movement, this piece offers a generous, relaxed fit without ever feeling bulky. Crafted from an exceptionally breathable and lightweight fabric, it is the perfect choice for warm days, layering, or whenever you want to feel completely weightless while staying fully covered.",in stock,new,4250.00 LKR,https://nooramodesty.com/product/mw-textu-lng-ctn-gr-modestdrop,https://cdn.sanity.io/images/1uqris3e/production/3e9ba47c8611b00786a415f8c21cf76094247327-5464x6830.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,7,,,5fb85216-d0d5-4239-a1b1-c3d1ae27e323,female,Green,L,adult,Textured Cotton,,,,,,,,,tops,The Modest Drop,
77-4,The Modest Drop - Green,"Pure comfort, uncompromised elegance. Designed for the modern woman who values both ease and sophistication, the Modest Drop Abaya is the ultimate definition of relaxed luxury. Featuring a stunning, fluid silhouette that flows effortlessly with every movement, this piece offers a generous, relaxed fit without ever feeling bulky. Crafted from an exceptionally breathable and lightweight fabric, it is the perfect choice for warm days, layering, or whenever you want to feel completely weightless while staying fully covered.",in stock,new,4250.00 LKR,https://nooramodesty.com/product/mw-textu-lng-ctn-gr-modestdrop,https://cdn.sanity.io/images/1uqris3e/production/3e9ba47c8611b00786a415f8c21cf76094247327-5464x6830.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,3,,,5fb85216-d0d5-4239-a1b1-c3d1ae27e323,female,Green,XL,adult,Textured Cotton,,,,,,,,,tops,The Modest Drop,
76-1,The Modest Drop - Pink,"Pure comfort, uncompromised elegance. Designed for the modern woman who values both ease and sophistication, the Modest Drop Abaya is the ultimate definition of relaxed luxury. Featuring a stunning, fluid silhouette that flows effortlessly with every movement, this piece offers a generous, relaxed fit without ever feeling bulky. Crafted from an exceptionally breathable and lightweight fabric, it is the perfect choice for warm days, layering, or whenever you want to feel completely weightless while staying fully covered.",in stock,new,4250.00 LKR,https://nooramodesty.com/product/mw-textu-lng-ctn-pnk-modestdrop,https://cdn.sanity.io/images/1uqris3e/production/c54d803c04ddf5f0846879000bc6d78cd7423b61-5464x8192.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,2,,,8985baa4-5672-4442-b8ad-4d4d7584023c,female,Pink,S,adult,Textured Cotton,,,,,,,,,tops,The Modest Drop,
